"PG.ProteinGroups","Run","Contrast","logFC","SE_moderated","CI_low","CI_high","AveExpr","t","P.Value","adj.P.Val","B","N_observed_control","N_observed_low","N_observed_high"
"P35611","20260527","High_vs_Control",-0.0969595192590713,0.288749448872667,-0.667872095480076,0.473953056961933,8.7486785614701,-0.335791183801804,0.73753501541989,0.911102861613228,-6.15943070720597,30,62,46
"P58546","20260527","High_vs_Control",0.10930003512857,0.325545137216083,-0.53526213838994,0.753862208647079,8.04843005828141,0.335744640707138,0.73765022477891,0.911102861613228,-6.07092375053425,25,56,38
"P55209","20260527","High_vs_Control",0.075120024810456,0.224638370122972,-0.368923532138986,0.519163581759898,10.2469857629176,0.334404246119368,0.738564827643976,0.911104322833941,-6.15989024811608,30,66,46
"P11234","20260527","High_vs_Control",0.0663803556411953,0.19878567033491,-0.32655777942056,0.459318490702951,9.48965826038873,0.333929279355795,0.738922125143566,0.911104322833941,-6.1600439188467,30,66,46
"P05106","20260527","High_vs_Control",-0.0907090340428862,0.272414492679121,-0.629191841889098,0.447773773803326,10.3034280339435,-0.332981674913064,0.739636137199232,0.911201220570188,-6.16034913573416,30,66,46
"P30085","20260527","High_vs_Control",-0.123393938619532,0.372810844629722,-0.864782058419821,0.617994181180758,7.51183468804665,-0.330982696445129,0.741482767840489,0.912015870187834,-5.9231174132803,21,39,23
"O15144","20260527","High_vs_Control",0.120319020679017,0.364473592562763,-0.600650811417358,0.841288852775392,8.17186301576813,0.330117251658768,0.741835100041829,0.912015870187834,-6.11098517560857,26,61,44
"O75309","20260527","High_vs_Control",-0.0473990569236005,0.143826495508604,-0.331732645738148,0.236934531890947,7.67204429352391,-0.329557198456281,0.74222332368262,0.912015870187834,-6.14747779629237,29,66,45
"Q9UN70","20260527","High_vs_Control",0.047355739045563,0.144051238385678,-0.237439733883448,0.332151211974574,7.55869888019687,0.328742325135549,0.742841378228306,0.912015870187834,-6.14147228690859,28,65,46
"P48426","20260527","High_vs_Control",0.0893988800639649,0.273899873912101,-0.452442532412874,0.631240292540804,7.68855900994396,0.326392556473591,0.744648452985878,0.913452422225619,-6.12338009508208,27,59,44
"P47755","20260527","High_vs_Control",-0.096468689925052,0.296640555057748,-0.683427074678692,0.490489694828588,8.4238434871972,-0.325203982666065,0.745558061131255,0.913786546719846,-6.080336751431,24,61,42
"P14151","20260527","High_vs_Control",-0.0366252331205477,0.113145455143706,-0.260277794687355,0.18702732844626,14.1791944231148,-0.323700435638622,0.74663747818043,0.913807381540737,-6.16329553762779,30,66,46
"Q96AP7","20260527","High_vs_Control",-0.142537710592899,0.440352798018055,-1.01619579566282,0.731120374477021,6.94409339095107,-0.323689803345033,0.746849547535386,0.913807381540737,-5.93072526727531,17,50,32
"Q9NZP8","20260527","High_vs_Control",-0.0355270104777592,0.110861693953485,-0.254665302871748,0.183611281916229,9.49494138402368,-0.320462453809028,0.749085302366595,0.915761571691132,-6.16430373575354,30,66,46
"Q9UBP4","20260527","High_vs_Control",-0.0419159963543407,0.131831812607435,-0.302505540567142,0.218673547858461,10.8351023588689,-0.317950542629319,0.750985999925055,0.916943896694945,-6.16507888903573,30,66,46
"P04114","20260527","High_vs_Control",0.0595908151626752,0.187690427412977,-0.311417596927368,0.430599227252719,16.1916569001624,0.317495228627494,0.751331296106388,0.916943896694945,-6.16521832135896,30,66,46
"Q9H2K2","20260527","High_vs_Control",0.0737879058301498,0.234091447153819,-0.390813484808431,0.53838929646873,8.53317414892521,0.31520974699116,0.753278902191441,0.918539069508951,-5.94288422697563,17,45,34
"P19367","20260527","High_vs_Control",-0.172468785384803,0.554937239467188,-1.2729425828245,0.928005012054891,7.32642212980979,-0.310789712996005,0.756583121388371,0.921524785696914,-6.00784834858861,21,48,34
"P07900","20260527","High_vs_Control",-0.0483134525665783,0.155850311276012,-0.35637992588266,0.259753020749504,10.5027505513775,-0.309999076492153,0.757012690063434,0.921524785696914,-6.16749248184944,30,66,46
"P62834","20260527","High_vs_Control",-0.0612611878806657,0.198624591045849,-0.454695068738926,0.332172692977595,9.22807103478928,-0.308427005730246,0.758315001893146,0.9219460226715,-6.03241458457551,22,56,36
"O75081","20260527","High_vs_Control",0.0841087477210625,0.273936665457165,-0.457585679432488,0.625803174874612,12.7449423174093,0.307037203583886,0.759281596780317,0.9219460226715,-6.12510663383428,27,66,43
"P48735","20260527","High_vs_Control",0.100966715899387,0.328820138179377,-0.549522571923231,0.751456003722006,8.17021818630271,0.307057580044895,0.759287484501424,0.9219460226715,-6.09376934767364,24,62,44
"Q92563","20260527","High_vs_Control",-0.0578090296043028,0.189480725731623,-0.433029548297827,0.317411489089221,7.99087148352356,-0.305091873493151,0.760833268286948,0.923041376246602,-6.04636271487419,25,60,32
"Q92882","20260527","High_vs_Control",0.114332513971586,0.380971492089176,-0.641899953162244,0.870564981105417,7.44426763295841,0.300107793747528,0.764744493070875,0.927002200391915,-5.978760404019,22,46,27
"P30044","20260527","High_vs_Control",-0.0859783356016166,0.288651877431845,-0.657127739026288,0.485171067823055,7.95003641923074,-0.297861688503715,0.766291860257281,0.927318180282223,-6.07996488087992,24,63,40
"Q86SG5","20260527","High_vs_Control",-0.146540070996764,0.491695697288402,-1.12369739228135,0.83061725028782,7.75720809083567,-0.298030004746638,0.766383576981305,0.927318180282223,-5.86471262628799,18,49,20
"P26599","20260527","High_vs_Control",-0.083694259763007,0.281641276351799,-0.642675526996672,0.475287007470658,7.22496056607436,-0.29716617126271,0.766975208245555,0.927318180282223,-6.00116371933678,22,44,30
"O14773","20260527","High_vs_Control",0.0692325670802934,0.234336862125232,-0.394735450702215,0.533200584862802,7.88729778950931,0.295440360737163,0.768167805217696,0.927318180282223,-6.06643365478005,24,58,37
"P02144","20260527","High_vs_Control",-0.157880600304151,0.533383744538584,-1.22448262571637,0.908721425108071,6.93039077584432,-0.295998147526466,0.768238492451382,0.927318180282223,-5.7336411896827,11,29,20
"P01116","20260527","High_vs_Control",-0.0607333595852202,0.207577404876037,-0.472457886859839,0.350991167689399,7.98616012183487,-0.29258174617555,0.770435695246827,0.929188214452439,-6.01308304342579,21,46,34
"P60174","20260527","High_vs_Control",-0.0838328271441586,0.287906771643594,-0.653822844039165,0.486157189750848,7.35949257342999,-0.291180463264467,0.771412078152198,0.929380123065356,-6.06847792037337,25,60,35
"Q00610","20260527","High_vs_Control",-0.0837390762941368,0.292962935860551,-0.662840073254973,0.495361920666699,9.15800086664461,-0.2858350529843,0.775418383625353,0.929380123065356,-6.17445226388676,30,66,46
"P22304","20260527","High_vs_Control",0.0373283834131772,0.13078161536484,-0.221185255027197,0.295842021853551,8.31747453513694,0.285425312334938,0.775731065031181,0.929380123065356,-6.17456576798055,30,66,46
"Q8NBJ4","20260527","High_vs_Control",-0.0318913452909833,0.111754647585031,-0.252794722873785,0.189012032291818,11.4879007084822,-0.285369297654651,0.775773888082033,0.929380123065356,-6.17458122507139,30,66,46
"P48507","20260527","High_vs_Control",0.0705941590707182,0.247297006164893,-0.419078705023914,0.56026702316535,7.82080969869739,0.285463055802816,0.775785685815333,0.929380123065356,-6.09077437569131,25,54,39
"P29622","20260527","High_vs_Control",0.0534115691854886,0.187758140170931,-0.317730690981696,0.424553829352673,13.5543150734144,0.284470058857974,0.776461987922184,0.929380123065356,-6.17482861061663,30,66,46
"P31151","20260527","High_vs_Control",-0.100971409553578,0.355651599215721,-0.806092959263516,0.60415014015636,8.6120501291306,-0.283905400049485,0.777037208517725,0.929380123065356,-6.038678612828,25,50,30
"P23142","20260527","High_vs_Control",0.0500298231548477,0.176602817105326,-0.29906064473988,0.399120291049575,12.9588253057716,0.28329006283637,0.777364340706105,0.929380123065356,-6.17515258931054,30,66,46
"P15907","20260527","High_vs_Control",-0.0295625270206337,0.104357428547319,-0.235843956385067,0.176718902343799,9.04808937081124,-0.283281482038714,0.777370507010211,0.929380123065356,-6.17515519050318,30,66,46
"Q9C075","20260527","High_vs_Control",0.090780133164305,0.320767331788856,-0.544911840972872,0.726472107301482,7.18545443411457,0.283009284823495,0.777702098281692,0.929380123065356,-6.0237221453266,23,55,31
"P55060","20260527","High_vs_Control",-0.0716864478986814,0.253470068553545,-0.572721737458171,0.429348841660808,13.0321667132617,-0.282820170080704,0.777723952355946,0.929380123065356,-6.17528110456731,30,66,46
"P22234","20260527","High_vs_Control",-0.0627818537460154,0.222592460209128,-0.503496729253588,0.377933021761557,7.64083009342594,-0.282048429165261,0.778391938011501,0.929403862704822,-6.1131931481269,28,54,37
"A0A087WSX0","20260527","High_vs_Control",-0.115783229620144,0.414202192361705,-0.934637600861587,0.703071141621299,11.7646317858455,-0.279533116326519,0.78024564457723,0.930696937347456,-6.17617119141745,30,64,46
"Q6UXD5","20260527","High_vs_Control",-0.037582455683367,0.134842606659266,-0.304123381692165,0.228958470325431,9.24710115336,-0.278713506171935,0.780867089743105,0.930696937347456,-6.1763963000546,30,66,46
"P63208","20260527","High_vs_Control",0.0805316946043009,0.289554223330483,-0.493075967738342,0.654139356946944,7.97098556027007,0.278123018473075,0.781421975290333,0.930696937347456,-6.06625197537509,25,54,34
"P0DOX3","20260527","High_vs_Control",0.085573532150466,0.309704923432223,-0.527731905122234,0.698878969423166,8.59960858626959,0.276306657324397,0.782796311165707,0.931560091461929,-6.01001801024977,19,59,39
"P30153","20260527","High_vs_Control",-0.0575818948357503,0.209361223786211,-0.471550665655166,0.356386875983665,7.95150841377848,-0.275036101692594,0.783699638812857,0.931861759583447,-6.15914914480298,29,64,44
"P02776","20260527","High_vs_Control",0.0792101907116809,0.290642019448555,-0.495337617361896,0.653757998785258,13.6149705131739,0.27253523376272,0.785606688812569,0.932352578361177,-6.17385852368354,30,66,45
"P36871","20260527","High_vs_Control",0.0647555250208356,0.238598597459059,-0.407183329918225,0.536694379959897,7.33901848524236,0.271399437006108,0.786504639594814,0.932352578361177,-6.15570260179529,29,60,43
"P07384","20260527","High_vs_Control",0.0486274366488004,0.179582285678791,-0.306351512819064,0.403606386116665,10.2814309859784,0.270780809281922,0.786950076943845,0.932352578361177,-6.17850355953149,30,66,46
"A0A0B4J1U7","20260527","High_vs_Control",0.076548800682529,0.283163349746759,-0.483318995174568,0.636416596539626,10.6877922176102,0.270334422696259,0.787304244410122,0.932352578361177,-6.16038869041987,29,65,44
"Q9NSC7","20260527","High_vs_Control",-0.0947120768696115,0.350295388735377,-0.788717052796919,0.599292899057696,7.75324009123016,-0.270377743799419,0.787363300136252,0.932352578361177,-6.04479769908796,26,57,29
"P07225","20260527","High_vs_Control",0.0274457501394849,0.102460496204741,-0.175086047593721,0.229977547872691,14.4599056287277,0.267866652574487,0.789187712228289,0.932706520523581,-6.17926262159675,30,66,46
"P16401","20260527","High_vs_Control",-0.0821643007919253,0.307208818450137,-0.689425190354817,0.525096588770966,9.09766965346482,-0.267454239127779,0.789505067245133,0.932706520523581,-6.1793690568979,30,66,46
"Q8IYI6","20260527","High_vs_Control",0.0663483054976464,0.248869247301322,-0.426275303977628,0.558971914972921,9.18818419761417,0.266599052382371,0.790224511400143,0.932706520523581,-6.07372190556692,26,63,33
